,userid,version,sum_gamerounds,retention_1,retention_7,Numretention_7,Numretention_1
165,15489,gate_30,5,False,False,1.0,0.0
166,15597,gate_40,2,False,False,1.0,0.0
167,15962,gate_30,0,False,False,1.0,0.0
168,15970,gate_40,16,True,False,1.0,1.0
169,16096,gate_40,0,False,False,1.0,0.0
170,16145,gate_40,7,False,False,1.0,0.0
171,16180,gate_30,5,False,False,1.0,0.0
172,16224,gate_40,0,False,False,1.0,0.0
173,16454,gate_40,11,False,False,1.0,0.0
174,16504,gate_40,0,False,False,1.0,0.0
175,16506,gate_30,4,True,False,1.0,1.0
176,16638,gate_40,51,True,False,1.0,1.0
177,16696,gate_40,5,False,False,1.0,0.0
178,17085,gate_40,33,False,False,1.0,0.0
179,17167,gate_30,21,False,False,1.0,0.0
180,17270,gate_30,49,True,False,1.0,1.0
181,17422,gate_40,2,False,False,1.0,0.0
182,17461,gate_30,1,False,False,1.0,0.0
183,17477,gate_30,46,True,True,1.0,1.0
184,17506,gate_40,127,True,True,1.0,1.0
185,17554,gate_30,1,False,False,1.0,0.0
186,17814,gate_30,14,False,False,1.0,0.0
187,17903,gate_40,17,False,False,1.0,0.0
188,17947,gate_30,104,True,True,1.0,1.0
189,17995,gate_30,6,False,False,1.0,0.0
190,18013,gate_40,21,True,False,1.0,1.0
191,18213,gate_40,36,True,False,1.0,1.0
192,18235,gate_30,8,False,False,1.0,0.0
193,18374,gate_40,53,True,False,1.0,1.0
194,18731,gate_30,1,False,False,1.0,0.0
195,18756,gate_30,38,True,True,1.0,1.0
196,18778,gate_30,13,False,False,1.0,0.0
197,18827,gate_30,20,True,False,1.0,1.0
198,18849,gate_40,74,True,True,1.0,1.0
199,18993,gate_40,25,True,False,1.0,1.0
200,19077,gate_30,11,False,False,1.0,0.0
201,19091,gate_40,1,False,False,1.0,0.0
202,19474,gate_40,2,False,False,1.0,0.0
203,19490,gate_30,72,True,False,1.0,1.0
204,19529,gate_40,22,False,False,1.0,0.0
205,19537,gate_40,2,False,False,1.0,0.0
206,19593,gate_40,18,False,False,1.0,0.0
207,19673,gate_40,4,False,False,1.0,0.0
208,19721,gate_40,18,False,False,1.0,0.0
209,19728,gate_40,79,True,True,1.0,1.0
210,19746,gate_30,65,False,True,1.0,0.0
211,19896,gate_40,13,True,False,1.0,1.0
212,19993,gate_30,5,True,False,1.0,1.0
213,20005,gate_30,4,False,False,1.0,0.0
214,20052,gate_30,8,False,False,1.0,0.0
215,20136,gate_30,0,False,False,1.0,0.0
216,20358,gate_40,19,False,True,1.0,0.0
217,20365,gate_40,6,False,False,1.0,0.0
218,20465,gate_30,108,True,False,1.0,1.0
219,20489,gate_40,2,False,False,1.0,0.0
220,20587,gate_40,26,False,False,1.0,0.0
221,20591,gate_40,2,True,False,1.0,1.0
222,20721,gate_40,99,False,True,1.0,0.0
223,20763,gate_30,10,False,False,1.0,0.0
224,20790,gate_40,5,True,False,1.0,1.0
225,20832,gate_30,13,True,False,1.0,1.0
226,20940,gate_40,1,False,False,1.0,0.0
227,21072,gate_40,16,False,False,1.0,0.0
228,21130,gate_40,1,False,False,1.0,0.0
229,21137,gate_40,91,True,False,1.0,1.0
230,21228,gate_40,149,True,True,1.0,1.0
231,21408,gate_30,20,True,False,1.0,1.0
232,21442,gate_40,68,True,False,1.0,1.0
233,21755,gate_40,12,False,True,1.0,0.0
234,22069,gate_40,7,False,False,1.0,0.0
235,22082,gate_40,3,False,False,1.0,0.0
236,22167,gate_40,189,True,True,1.0,1.0
237,22299,gate_40,189,True,True,1.0,1.0
238,22398,gate_30,4,False,False,1.0,0.0
239,22486,gate_40,3,False,False,1.0,0.0
240,22676,gate_40,8,False,False,1.0,0.0
241,22919,gate_40,1,False,False,1.0,0.0
242,22935,gate_30,189,True,True,1.0,1.0
243,22972,gate_30,17,False,False,1.0,0.0
244,23023,gate_40,32,False,True,1.0,0.0
245,23026,gate_40,1,False,False,1.0,0.0
246,23084,gate_40,85,True,True,1.0,1.0
247,23094,gate_40,12,False,False,1.0,0.0
248,23126,gate_40,1,False,False,1.0,0.0
249,23270,gate_30,8,False,False,1.0,0.0
250,23333,gate_30,9,False,False,1.0,0.0
251,23374,gate_30,8,True,False,1.0,1.0
252,23525,gate_40,189,True,True,1.0,1.0
253,23702,gate_40,115,True,False,1.0,1.0
254,23748,gate_40,45,True,False,1.0,1.0
255,24036,gate_40,15,False,False,1.0,0.0
256,24222,gate_30,134,True,True,1.0,1.0
257,24302,gate_40,19,True,False,1.0,1.0
258,24328,gate_30,2,False,False,1.0,0.0
259,24382,gate_30,22,True,False,1.0,1.0
260,24397,gate_30,6,False,False,1.0,0.0
261,24981,gate_40,18,False,False,1.0,0.0
262,25047,gate_30,0,False,False,1.0,0.0
263,25281,gate_30,0,False,False,1.0,0.0
264,25293,gate_40,12,False,False,1.0,0.0
265,25332,gate_30,152,True,True,1.0,1.0
266,25466,gate_40,2,False,False,1.0,0.0
267,25903,gate_30,8,True,False,1.0,1.0
268,25941,gate_40,73,True,False,1.0,1.0
269,25958,gate_30,0,False,False,1.0,0.0
270,26083,gate_30,100,True,True,1.0,1.0
271,26243,gate_40,189,True,True,1.0,1.0
272,26253,gate_30,10,False,False,1.0,0.0
273,26466,gate_40,13,True,False,1.0,1.0
274,26502,gate_30,147,True,True,1.0,1.0
275,26586,gate_30,189,True,False,1.0,1.0
276,27135,gate_30,18,False,False,1.0,0.0
277,27163,gate_40,23,False,False,1.0,0.0
278,27605,gate_30,19,True,False,1.0,1.0
279,27693,gate_30,4,False,False,1.0,0.0
280,27754,gate_30,14,False,False,1.0,0.0
281,27759,gate_30,61,True,True,1.0,1.0
282,27849,gate_40,61,True,False,1.0,1.0
283,27851,gate_40,75,True,False,1.0,1.0
284,27979,gate_30,75,False,False,1.0,0.0
285,28025,gate_30,57,True,False,1.0,1.0
286,28091,gate_30,35,True,False,1.0,1.0
287,28123,gate_30,9,False,False,1.0,0.0
288,28332,gate_30,13,False,False,1.0,0.0
289,28405,gate_30,1,False,False,1.0,0.0
290,28433,gate_30,20,False,False,1.0,0.0
291,28497,gate_40,77,True,True,1.0,1.0
292,29185,gate_40,3,False,False,1.0,0.0
293,29311,gate_40,7,False,False,1.0,0.0
294,29317,gate_40,6,False,False,1.0,0.0
295,29455,gate_30,51,True,True,1.0,1.0
296,29522,gate_40,189,False,True,1.0,0.0
297,29658,gate_30,2,False,False,1.0,0.0
298,29677,gate_40,22,False,False,1.0,0.0
299,29753,gate_40,69,True,False,1.0,1.0
300,29861,gate_40,4,False,False,1.0,0.0
301,29999,gate_30,189,True,True,1.0,1.0
302,30039,gate_40,20,False,False,1.0,0.0
303,30059,gate_30,4,False,False,1.0,0.0
304,30274,gate_30,7,True,False,1.0,1.0
305,30277,gate_30,0,False,False,1.0,0.0
306,30343,gate_30,8,True,True,1.0,1.0
307,30348,gate_30,48,True,True,1.0,1.0
308,30594,gate_40,15,True,False,1.0,1.0
309,30631,gate_30,61,False,True,1.0,0.0
310,30868,gate_30,1,False,False,1.0,0.0
311,30928,gate_30,12,True,False,1.0,1.0
312,31073,gate_30,189,True,True,1.0,1.0
313,31151,gate_30,59,False,False,1.0,0.0
314,31200,gate_30,141,True,False,1.0,1.0
315,31214,gate_30,53,False,True,1.0,0.0
316,31222,gate_40,20,False,False,1.0,0.0
317,31638,gate_40,16,False,False,1.0,0.0
318,31691,gate_30,0,False,False,1.0,0.0
319,31812,gate_30,37,True,False,1.0,1.0
320,31903,gate_30,189,True,True,1.0,1.0
321,32292,gate_40,25,False,False,1.0,0.0
322,32403,gate_40,2,True,False,1.0,1.0
323,32569,gate_40,4,False,False,1.0,0.0
324,32595,gate_40,11,True,False,1.0,1.0
325,32642,gate_30,40,False,False,1.0,0.0
326,32730,gate_30,9,False,False,1.0,0.0
327,32942,gate_40,11,True,True,1.0,1.0
328,33097,gate_30,12,False,False,1.0,0.0
329,33126,gate_30,6,False,False,1.0,0.0
330,33189,gate_40,9,True,False,1.0,1.0
331,33274,gate_40,4,False,False,1.0,0.0
332,33316,gate_40,18,True,False,1.0,1.0
333,33445,gate_30,77,False,True,1.0,0.0
334,33489,gate_30,4,False,False,1.0,0.0
335,33639,gate_40,45,True,False,1.0,1.0
336,33703,gate_40,43,True,False,1.0,1.0
337,33794,gate_30,3,False,False,1.0,0.0
338,33954,gate_40,30,True,False,1.0,1.0
339,33967,gate_30,33,True,True,1.0,1.0
340,34016,gate_40,47,True,False,1.0,1.0
341,34022,gate_40,72,False,True,1.0,0.0
342,34027,gate_40,16,False,False,1.0,0.0
343,34076,gate_40,2,False,False,1.0,0.0
344,34447,gate_40,93,True,True,1.0,1.0
345,34469,gate_30,189,True,True,1.0,1.0
346,34597,gate_40,189,True,True,1.0,1.0
347,34647,gate_40,8,False,False,1.0,0.0
348,34706,gate_30,29,True,False,1.0,1.0
349,34842,gate_40,27,True,False,1.0,1.0
350,34859,gate_30,16,False,False,1.0,0.0
351,34906,gate_30,10,True,False,1.0,1.0
352,34942,gate_40,8,False,False,1.0,0.0
353,35027,gate_40,58,True,False,1.0,1.0
354,35056,gate_30,84,True,False,1.0,1.0
355,35156,gate_30,1,False,False,1.0,0.0
356,35458,gate_40,56,False,False,1.0,0.0
357,35460,gate_30,43,True,False,1.0,1.0
358,35730,gate_30,50,True,False,1.0,1.0
359,35837,gate_30,23,True,False,1.0,1.0
360,35886,gate_30,5,False,False,1.0,0.0
361,35922,gate_30,21,True,False,1.0,1.0
362,36003,gate_30,48,True,False,1.0,1.0
363,36047,gate_40,85,True,True,1.0,1.0
364,36077,gate_30,13,True,False,1.0,1.0
365,36279,gate_30,41,True,False,1.0,1.0
366,36280,gate_30,5,False,False,1.0,0.0
367,36298,gate_40,1,False,False,1.0,0.0
368,36356,gate_30,189,True,True,1.0,1.0
369,36513,gate_40,18,True,False,1.0,1.0
370,36560,gate_40,48,True,False,1.0,1.0
371,36622,gate_30,4,True,False,1.0,1.0
372,36664,gate_40,51,False,True,1.0,0.0
373,36673,gate_30,5,False,False,1.0,0.0
374,36761,gate_40,134,True,True,1.0,1.0
375,36887,gate_40,11,True,False,1.0,1.0
376,36921,gate_30,3,False,False,1.0,0.0
377,36997,gate_40,9,True,False,1.0,1.0
378,37155,gate_40,3,False,False,1.0,0.0
379,37303,gate_30,177,True,True,1.0,1.0
380,37366,gate_40,11,True,False,1.0,1.0
381,37461,gate_40,20,False,True,1.0,0.0
382,37740,gate_30,39,True,True,1.0,1.0
383,37823,gate_30,12,True,False,1.0,1.0
384,37872,gate_30,12,True,False,1.0,1.0
385,37994,gate_40,2,False,False,1.0,0.0
386,38151,gate_30,9,True,False,1.0,1.0
387,38232,gate_30,189,True,True,1.0,1.0
388,38249,gate_40,30,True,False,1.0,1.0
389,38292,gate_30,9,False,False,1.0,0.0
390,39069,gate_30,189,False,False,1.0,0.0
391,39382,gate_30,0,False,False,1.0,0.0
392,39494,gate_30,87,True,False,1.0,1.0
393,39531,gate_30,71,True,False,1.0,1.0
394,39774,gate_40,189,True,True,1.0,1.0
395,39902,gate_40,13,True,False,1.0,1.0
396,39932,gate_30,55,True,True,1.0,1.0
397,39993,gate_40,14,False,False,1.0,0.0
398,40233,gate_40,78,True,False,1.0,1.0
399,40292,gate_30,1,False,False,1.0,0.0
400,40359,gate_30,3,False,False,1.0,0.0
401,40378,gate_30,189,True,True,1.0,1.0
402,40427,gate_30,96,True,False,1.0,1.0
403,40566,gate_30,2,False,False,1.0,0.0
404,40593,gate_30,12,True,True,1.0,1.0
405,40630,gate_40,99,True,False,1.0,1.0
406,40653,gate_30,107,True,False,1.0,1.0
407,40687,gate_30,12,False,False,1.0,0.0
408,40749,gate_40,2,False,False,1.0,0.0
409,40812,gate_40,2,False,False,1.0,0.0
410,41112,gate_30,4,False,False,1.0,0.0
411,41192,gate_30,28,False,False,1.0,0.0
412,41378,gate_40,9,False,False,1.0,0.0
413,41795,gate_30,136,True,True,1.0,1.0
414,41842,gate_40,15,False,False,1.0,0.0
415,41934,gate_40,8,False,False,1.0,0.0
416,41988,gate_40,1,False,False,1.0,0.0
417,42077,gate_30,12,True,False,1.0,1.0
418,42316,gate_30,6,False,False,1.0,0.0
419,42407,gate_30,45,False,True,1.0,0.0
420,42457,gate_30,12,False,False,1.0,0.0
421,42688,gate_40,13,False,False,1.0,0.0
422,42703,gate_30,9,True,False,1.0,1.0
423,42758,gate_40,11,True,False,1.0,1.0
424,42994,gate_40,113,True,True,1.0,1.0
425,43091,gate_30,6,True,False,1.0,1.0
426,43368,gate_40,32,False,False,1.0,0.0
427,43644,gate_30,17,True,False,1.0,1.0
428,43744,gate_30,141,True,False,1.0,1.0
429,43757,gate_30,28,False,False,1.0,0.0
430,44400,gate_40,95,True,False,1.0,1.0
431,44493,gate_40,189,True,True,1.0,1.0
432,44498,gate_30,24,True,False,1.0,1.0
433,44591,gate_30,5,False,False,1.0,0.0
434,44670,gate_30,6,False,False,1.0,0.0
435,44751,gate_30,10,False,False,1.0,0.0
436,44780,gate_30,9,False,False,1.0,0.0
437,44910,gate_40,6,False,False,1.0,0.0
438,45066,gate_30,85,True,False,1.0,1.0
439,45083,gate_40,54,False,False,1.0,0.0
440,45167,gate_30,19,False,False,1.0,0.0
441,45694,gate_40,6,True,False,1.0,1.0
442,45698,gate_30,189,True,True,1.0,1.0
443,45753,gate_30,26,True,False,1.0,1.0
444,45813,gate_40,12,True,False,1.0,1.0
445,45895,gate_40,2,True,False,1.0,1.0
446,45896,gate_40,11,True,False,1.0,1.0
447,45952,gate_40,3,False,False,1.0,0.0
448,46007,gate_30,6,False,False,1.0,0.0
449,46022,gate_40,7,False,False,1.0,0.0
450,46347,gate_30,57,False,False,1.0,0.0
451,46472,gate_40,16,False,False,1.0,0.0
452,46576,gate_30,15,False,False,1.0,0.0
453,46624,gate_40,148,True,True,1.0,1.0
454,46629,gate_40,57,True,False,1.0,1.0
455,46746,gate_40,3,True,False,1.0,1.0
456,46806,gate_30,163,True,True,1.0,1.0
457,46919,gate_40,47,True,False,1.0,1.0
458,46938,gate_30,54,False,False,1.0,0.0
459,47377,gate_40,2,False,False,1.0,0.0
460,47816,gate_30,189,True,True,1.0,1.0
461,47822,gate_40,63,True,True,1.0,1.0
462,47990,gate_40,25,True,False,1.0,1.0
463,48016,gate_30,0,False,False,1.0,0.0
464,48116,gate_30,1,False,False,1.0,0.0
465,48130,gate_30,2,False,False,1.0,0.0
466,48201,gate_40,84,True,True,1.0,1.0
467,48631,gate_40,60,False,False,1.0,0.0
468,48658,gate_30,189,True,True,1.0,1.0
469,48677,gate_40,17,True,False,1.0,1.0
470,48942,gate_30,189,True,True,1.0,1.0
471,48990,gate_40,3,False,False,1.0,0.0
472,49147,gate_40,24,True,False,1.0,1.0
473,49311,gate_40,5,False,False,1.0,0.0
474,49330,gate_30,18,False,False,1.0,0.0
475,49373,gate_30,5,False,False,1.0,0.0
476,49600,gate_30,20,False,False,1.0,0.0
477,49811,gate_40,9,True,False,1.0,1.0
478,49995,gate_40,15,True,False,1.0,1.0
479,50011,gate_40,4,False,False,1.0,0.0
480,50158,gate_40,87,True,True,1.0,1.0
481,50237,gate_40,86,True,False,1.0,1.0
482,50339,gate_40,0,False,False,1.0,0.0
483,50386,gate_40,4,False,False,1.0,0.0
484,50547,gate_30,189,False,False,1.0,0.0
485,50665,gate_30,10,True,False,1.0,1.0
486,50686,gate_40,3,False,True,1.0,0.0
487,50688,gate_30,0,False,False,1.0,0.0
488,50794,gate_40,0,False,False,1.0,0.0
489,50811,gate_30,3,False,False,1.0,0.0
490,50850,gate_30,34,True,True,1.0,1.0
491,51155,gate_30,34,False,False,1.0,0.0
492,51267,gate_30,0,False,False,1.0,0.0
493,51295,gate_30,117,True,True,1.0,1.0
494,51310,gate_30,23,False,True,1.0,0.0
495,51430,gate_30,34,True,False,1.0,1.0
496,51636,gate_40,8,False,False,1.0,0.0
497,51641,gate_40,20,True,False,1.0,1.0
498,51823,gate_40,54,True,True,1.0,1.0
499,51894,gate_30,4,False,False,1.0,0.0
500,51970,gate_40,76,False,True,1.0,0.0
501,52100,gate_40,55,True,False,1.0,1.0
502,52177,gate_40,3,False,False,1.0,0.0
503,52271,gate_40,2,False,False,1.0,0.0
504,52357,gate_30,22,True,False,1.0,1.0
505,52420,gate_30,15,True,True,1.0,1.0
506,52636,gate_40,3,False,False,1.0,0.0
507,53149,gate_40,4,False,False,1.0,0.0
508,53373,gate_40,189,True,True,1.0,1.0
509,53393,gate_30,189,True,True,1.0,1.0
510,53450,gate_40,1,False,False,1.0,0.0
511,53464,gate_40,12,False,False,1.0,0.0
512,53470,gate_40,7,False,False,1.0,0.0
513,53597,gate_40,5,False,False,1.0,0.0
514,53638,gate_30,16,False,False,1.0,0.0
515,53763,gate_30,9,True,False,1.0,1.0
516,53935,gate_40,4,False,False,1.0,0.0
517,53996,gate_40,115,True,True,1.0,1.0
518,54069,gate_30,170,True,True,1.0,1.0
519,54162,gate_30,174,True,True,1.0,1.0
520,54178,gate_30,21,False,False,1.0,0.0
521,54244,gate_40,4,False,False,1.0,0.0
522,54256,gate_40,6,False,False,1.0,0.0
523,54403,gate_30,6,False,False,1.0,0.0
524,54580,gate_30,22,False,False,1.0,0.0
525,54617,gate_40,12,False,False,1.0,0.0
526,54680,gate_40,2,False,False,1.0,0.0
527,54681,gate_40,2,False,False,1.0,0.0
528,54754,gate_30,70,True,False,1.0,1.0
529,54776,gate_30,0,False,False,1.0,0.0
530,54975,gate_30,3,False,False,1.0,0.0
531,55139,gate_30,25,False,False,1.0,0.0
532,55213,gate_40,141,True,True,1.0,1.0
533,55250,gate_40,47,True,True,1.0,1.0
534,55480,gate_30,1,False,False,1.0,0.0
535,55621,gate_30,32,False,False,1.0,0.0
536,56116,gate_40,3,False,False,1.0,0.0
537,56237,gate_40,10,False,False,1.0,0.0
538,56269,gate_30,2,False,False,1.0,0.0
539,56294,gate_40,2,True,False,1.0,1.0
540,56446,gate_30,15,False,False,1.0,0.0
541,56496,gate_40,189,True,True,1.0,1.0
542,56522,gate_30,10,False,False,1.0,0.0
543,56587,gate_40,54,True,False,1.0,1.0
544,56815,gate_30,189,True,True,1.0,1.0
545,56895,gate_40,2,False,False,1.0,0.0
546,56997,gate_40,41,False,False,1.0,0.0
547,57149,gate_30,15,False,False,1.0,0.0
548,57321,gate_30,54,False,False,1.0,0.0
549,57334,gate_40,5,True,False,1.0,1.0
550,57339,gate_40,22,True,False,1.0,1.0
551,57369,gate_40,189,True,True,1.0,1.0
552,57401,gate_30,13,True,False,1.0,1.0
553,57429,gate_40,29,True,False,1.0,1.0
554,57516,gate_30,38,True,True,1.0,1.0
555,57833,gate_40,0,False,False,1.0,0.0
556,58180,gate_40,19,True,False,1.0,1.0
557,58189,gate_30,23,False,False,1.0,0.0
558,58289,gate_30,189,True,True,1.0,1.0
559,58394,gate_40,25,True,False,1.0,1.0
560,58592,gate_40,85,True,False,1.0,1.0
561,58700,gate_30,0,False,False,1.0,0.0
562,58768,gate_30,11,False,False,1.0,0.0
563,58813,gate_40,1,False,False,1.0,0.0
564,59164,gate_30,7,True,False,1.0,1.0
565,59395,gate_30,33,True,True,1.0,1.0
566,59531,gate_30,18,False,False,1.0,0.0
567,60035,gate_40,14,False,False,1.0,0.0
568,60103,gate_40,18,False,False,1.0,0.0
569,60160,gate_40,11,True,False,1.0,1.0
570,60410,gate_40,26,True,False,1.0,1.0
571,60424,gate_30,6,False,False,1.0,0.0
572,60619,gate_40,65,True,False,1.0,1.0
573,60929,gate_40,16,True,False,1.0,1.0
574,60956,gate_40,17,False,False,1.0,0.0
575,60984,gate_30,139,False,True,1.0,0.0
576,61104,gate_30,0,False,False,1.0,0.0
577,61245,gate_30,24,True,False,1.0,1.0
578,61462,gate_30,23,False,False,1.0,0.0
579,61563,gate_30,7,False,False,1.0,0.0
